indicator,indicator_label,area_code,area_name,area_level,pref_code,pref_name,time_code,time_name,year,cat_code,cat_name,unit,value,value_raw
labour,働く人の環境（就業・求人・給与）,07000,福島県,pref,07,福島県,1985100000,1985年度,1985,00001|F1102,観測値|F1102_就業者数,人,1046626.0,1046626
labour,働く人の環境（就業・求人・給与）,07000,福島県,pref,07,福島県,1990100000,1990年度,1990,00001|F1102,観測値|F1102_就業者数,人,1067909.0,1067909
labour,働く人の環境（就業・求人・給与）,07000,福島県,pref,07,福島県,1995100000,1995年度,1995,00001|F1102,観測値|F1102_就業者数,人,1087442.0,1087442
labour,働く人の環境（就業・求人・給与）,07000,福島県,pref,07,福島県,2000100000,2000年度,2000,00001|F1102,観測値|F1102_就業者数,人,1060924.0,1060924
labour,働く人の環境（就業・求人・給与）,07000,福島県,pref,07,福島県,2005100000,2005年度,2005,00001|F1102,観測値|F1102_就業者数,人,1010120.0,1010120
labour,働く人の環境（就業・求人・給与）,07000,福島県,pref,07,福島県,2010100000,2010年度,2010,00001|F1102,観測値|F1102_就業者数,人,934331.0,934331
labour,働く人の環境（就業・求人・給与）,07000,福島県,pref,07,福島県,2015100000,2015年度,2015,00001|F1102,観測値|F1102_就業者数,人,922133.0,922133
labour,働く人の環境（就業・求人・給与）,07000,福島県,pref,07,福島県,2020100000,2020年度,2020,00001|F1102,観測値|F1102_就業者数,人,872045.0,872045
labour,働く人の環境（就業・求人・給与）,08000,茨城県,pref,08,茨城県,1975100000,1975年度,1975,00001|F1102,観測値|F1102_就業者数,人,1141449.0,1141449
labour,働く人の環境（就業・求人・給与）,08000,茨城県,pref,08,茨城県,1980100000,1980年度,1980,00001|F1102,観測値|F1102_就業者数,人,1241868.0,1241868
labour,働く人の環境（就業・求人・給与）,08000,茨城県,pref,08,茨城県,1985100000,1985年度,1985,00001|F1102,観測値|F1102_就業者数,人,1325340.0,1325340
labour,働く人の環境（就業・求人・給与）,08000,茨城県,pref,08,茨城県,1990100000,1990年度,1990,00001|F1102,観測値|F1102_就業者数,人,1430686.0,1430686
labour,働く人の環境（就業・求人・給与）,08000,茨城県,pref,08,茨城県,1995100000,1995年度,1995,00001|F1102,観測値|F1102_就業者数,人,1515816.0,1515816
labour,働く人の環境（就業・求人・給与）,08000,茨城県,pref,08,茨城県,2000100000,2000年度,2000,00001|F1102,観測値|F1102_就業者数,人,1504046.0,1504046
labour,働く人の環境（就業・求人・給与）,08000,茨城県,pref,08,茨城県,2005100000,2005年度,2005,00001|F1102,観測値|F1102_就業者数,人,1461560.0,1461560
labour,働く人の環境（就業・求人・給与）,08000,茨城県,pref,08,茨城県,2010100000,2010年度,2010,00001|F1102,観測値|F1102_就業者数,人,1420181.0,1420181
labour,働く人の環境（就業・求人・給与）,08000,茨城県,pref,08,茨城県,2015100000,2015年度,2015,00001|F1102,観測値|F1102_就業者数,人,1400684.0,1400684
labour,働く人の環境（就業・求人・給与）,08000,茨城県,pref,08,茨城県,2020100000,2020年度,2020,00001|F1102,観測値|F1102_就業者数,人,1362944.0,1362944
labour,働く人の環境（就業・求人・給与）,09000,栃木県,pref,09,栃木県,1975100000,1975年度,1975,00001|F1102,観測値|F1102_就業者数,人,843465.0,843465
labour,働く人の環境（就業・求人・給与）,09000,栃木県,pref,09,栃木県,1980100000,1980年度,1980,00001|F1102,観測値|F1102_就業者数,人,894936.0,894936
labour,働く人の環境（就業・求人・給与）,09000,栃木県,pref,09,栃木県,1985100000,1985年度,1985,00001|F1102,観測値|F1102_就業者数,人,938505.0,938505
labour,働く人の環境（就業・求人・給与）,09000,栃木県,pref,09,栃木県,1990100000,1990年度,1990,00001|F1102,観測値|F1102_就業者数,人,1002011.0,1002011
labour,働く人の環境（就業・求人・給与）,09000,栃木県,pref,09,栃木県,1995100000,1995年度,1995,00001|F1102,観測値|F1102_就業者数,人,1040793.0,1040793
labour,働く人の環境（就業・求人・給与）,09000,栃木県,pref,09,栃木県,2000100000,2000年度,2000,00001|F1102,観測値|F1102_就業者数,人,1038088.0,1038088
labour,働く人の環境（就業・求人・給与）,09000,栃木県,pref,09,栃木県,2005100000,2005年度,2005,00001|F1102,観測値|F1102_就業者数,人,1017139.0,1017139
labour,働く人の環境（就業・求人・給与）,09000,栃木県,pref,09,栃木県,2010100000,2010年度,2010,00001|F1102,観測値|F1102_就業者数,人,977126.0,977126
labour,働く人の環境（就業・求人・給与）,09000,栃木県,pref,09,栃木県,2015100000,2015年度,2015,00001|F1102,観測値|F1102_就業者数,人,963969.0,963969
